gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
736074520	86185376-f762-11e1-a439-00145eb45e9a	7b36db80-f820-11e6-868a-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Minamiyama rindoh, Toya, Tsukui-Cho, Sagamihara City, Kanagawa Pref.	Kanagawa	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.545833	139.24375			330.0				2009-05-08T00:00:00	8	5	2009	3169169	3169169	PRESERVED_SPECIMEN	JSCM	VS	41003				CC_BY_4_0					2023-10-14T04:48:29.390Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736074505	86185376-f762-11e1-a439-00145eb45e9a	7ace2e14-f820-11e6-af7e-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	between Niroune and Shida-touge, Nagatake, Tsukui-chou, Sagamihara City, Kanagawa Pref.	Kanagawa	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.545833	139.28125			240.0				2009-07-01T00:00:00	1	7	2009	3169169	3169169	PRESERVED_SPECIMEN	JSCM	VS	40334				CC_BY_4_0					2023-10-14T04:48:24.833Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058993	7adffacc-f762-11e1-a439-00145eb45e9a	bb506e12-f1a3-11e6-9398-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Taguro	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1986-05-03T00:00:00	3	5	1986	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38238				CC_BY_4_0					2023-10-14T04:43:00.221Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058992	7adffacc-f762-11e1-a439-00145eb45e9a	bb5043ce-f1a3-11e6-976e-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Hikage	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1980-11-14T00:00:00	14	11	1980	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38237				CC_BY_4_0					2023-10-14T04:43:00.219Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058991	7adffacc-f762-11e1-a439-00145eb45e9a	bb50169c-f1a3-11e6-9192-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Hikage	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1980-11-14T00:00:00	14	11	1980	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38236				CC_BY_4_0					2023-10-14T04:43:00.219Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058990	7adffacc-f762-11e1-a439-00145eb45e9a	bb4fecf8-f1a3-11e6-a021-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Hikage	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1980-11-14T00:00:00	14	11	1980	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38235				CC_BY_4_0					2023-10-14T04:43:00.220Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058989	7adffacc-f762-11e1-a439-00145eb45e9a	bb4fc340-f1a3-11e6-8c8e-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Hikage	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1980-11-14T00:00:00	14	11	1980	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38234				CC_BY_4_0					2023-10-14T04:43:00.169Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058988	7adffacc-f762-11e1-a439-00145eb45e9a	bb4f9a00-f1a3-11e6-a620-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Tamagawa	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1980-07-10T00:00:00	10	7	1980	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38233				CC_BY_4_0					2023-10-14T04:43:00.167Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058987	7adffacc-f762-11e1-a439-00145eb45e9a	bb4f6fb2-f1a3-11e6-a3b1-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Tamagawa	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1980-07-10T00:00:00	10	7	1980	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38232				CC_BY_4_0					2023-10-14T04:43:00.167Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058986	7adffacc-f762-11e1-a439-00145eb45e9a	bb4f4546-f1a3-11e6-bb2a-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Oono	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1985-07-07T00:00:00	7	7	1985	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38231				CC_BY_4_0					2023-10-14T04:43:00.165Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058985	7adffacc-f762-11e1-a439-00145eb45e9a	bb4f1b0c-f1a3-11e6-a0d5-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Nishidaira	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1985-05-06T00:00:00	6	5	1985	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38230				CC_BY_4_0					2023-10-14T04:43:00.166Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058984	7adffacc-f762-11e1-a439-00145eb45e9a	bb4ef44c-f1a3-11e6-a50d-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Oono	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1981-08-06T00:00:00	6	8	1981	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38229				CC_BY_4_0					2023-10-14T04:43:00.166Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058983	7adffacc-f762-11e1-a439-00145eb45e9a	bb4ec594-f1a3-11e6-bd79-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Oono	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1981-08-06T00:00:00	6	8	1981	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38228				CC_BY_4_0					2023-10-14T04:43:00.165Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058982	7adffacc-f762-11e1-a439-00145eb45e9a	bb4e96f0-f1a3-11e6-a5be-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Sekibori	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1980-06-17T00:00:00	17	6	1980	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38227				CC_BY_4_0					2023-10-14T04:43:00.165Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058981	7adffacc-f762-11e1-a439-00145eb45e9a	bb4e6dce-f1a3-11e6-a1c9-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Oono	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1979-09-16T00:00:00	16	9	1979	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38226				CC_BY_4_0					2023-10-14T04:43:00.165Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058980	7adffacc-f762-11e1-a439-00145eb45e9a	bb4e448e-f1a3-11e6-9ad6-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Oono	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1979-09-15T00:00:00	15	9	1979	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38225				CC_BY_4_0					2023-10-14T04:43:00.165Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058979	7adffacc-f762-11e1-a439-00145eb45e9a	bb4e1d1a-f1a3-11e6-b372-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Tokigawa	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1979-05-06T00:00:00	6	5	1979	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38224				CC_BY_4_0					2023-10-14T04:43:00.171Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058978	7adffacc-f762-11e1-a439-00145eb45e9a	bb4df48e-f1a3-11e6-8984-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Oono	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1979-05-05T00:00:00	5	5	1979	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38223				CC_BY_4_0					2023-10-14T04:43:00.171Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058977	7adffacc-f762-11e1-a439-00145eb45e9a	bb4dcdb0-f1a3-11e6-9bb2-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Oono	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.00533	139.56329							1979-04-25T00:00:00	25	4	1979	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38222				CC_BY_4_0					2023-10-14T04:43:00.170Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058976	7adffacc-f762-11e1-a439-00145eb45e9a	bb4da57e-f1a3-11e6-91b1-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Furusato	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.10034	139.30257							1985-09-18T00:00:00	18	9	1985	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38221				CC_BY_4_0					2023-10-14T04:43:00.170Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058975	7adffacc-f762-11e1-a439-00145eb45e9a	bb4d7f2c-f1a3-11e6-b635-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Hirasawa	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.04571	139.30904							1985-06-18T00:00:00	18	6	1985	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38220				CC_BY_4_0					2023-10-14T04:43:00.168Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058974	7adffacc-f762-11e1-a439-00145eb45e9a	bb4d54c0-f1a3-11e6-a849-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Shogunsawa	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.02198	139.33031							1984-10-10T00:00:00	10	10	1984	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38219				CC_BY_4_0					2023-10-14T04:43:00.168Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058973	7adffacc-f762-11e1-a439-00145eb45e9a	bb4d2c66-f1a3-11e6-a034-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Kamifurutera	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.02811	139.23267							1986-08-03T00:00:00	3	8	1986	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38218				CC_BY_4_0					2023-10-14T04:43:00.168Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
736058972	7adffacc-f762-11e1-a439-00145eb45e9a	bb4d036c-f1a3-11e6-a8c0-70e2840fc270	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.	Thunb.	JP	Aoyama	Saitama	PRESENT		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.04792	139.24867							1985-05-19T00:00:00	19	5	1985	3169169	3169169	PRESERVED_SPECIMEN	SMNH	As	38217				CC_BY_4_0					2023-10-14T04:43:00.168Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
